City,City_Zone,Locality,Latitude_Longitude,Exact_Address,Property_Type,BHK,Carpet_Area_sqft,Built_up_Area_sqft,Plot_Area_sqft,Property_Age_Years,Floor_Total_Floors,Parking,Lift,Facing,Actual_Transaction_Price_INR,Rental_Price_INR,Builder,RERA_ID,Registration_Date,Metro_Highway_Distance_km,Nearby_Schools_Hospitals
Mumbai,South,Chembur,19.0485_78.8170,"Synthetic Address, Chembur, Mumbai",Villa/Row House,1,537,698.1,1366.366705102946,17,0/3,3 Covered,0,North,13985686.48981527,37134.461646085954,Builder 47,NA,2025-03-14,2.5,2 Schools / 5 Hospitals
Pune,West,Kharadi,21.6016_79.8414,"Synthetic Address, Kharadi, Pune",Apartment,3,1236,1606.8,0,8,8/31,0 Open,2,North,14072372.911173793,36717.18799586644,Builder 21,P9453711808,2025-09-09,0.8,1 Schools / 5 Hospitals
Nashik,North,Pathardi Phata,20.7352_78.6313,"Synthetic Address, Pathardi Phata, Nashik",Apartment,2,1108,1440.4,0,1,11/12,2 Covered,3,North-West,13121542.309572164,26245.305726632356,Builder 17,NA,2026-03-04,9.0,3 Schools / 2 Hospitals
Nagpur,South,Manish Nagar,18.0986_78.8535,"Synthetic Address, Manish Nagar, Nagpur",Apartment,3,1554,2020.2,0,9,5/11,2 Covered,2,East,6948585.713902882,13832.34599025727,Builder 43,P3645634886,2025-02-09,2.4,3 Schools / 5 Hospitals
Nashik,North,Gangapur Road,20.7522_77.9659,"Synthetic Address, Gangapur Road, Nashik",Apartment,3,1368,1778.4,0,9,7/30,3 Covered,4,North-West,11024119.254186204,23307.46106758347,Builder 36,NA,2026-05-28,2.9,2 Schools / 1 Hospitals
Mumbai,South,Andheri,19.5473_72.2055,"Synthetic Address, Andheri, Mumbai",Apartment,2,850,1105.0,0,6,12/36,0 Open,4,East,50461493.052462235,134377.572600444,Builder 44,P6978570724,2024-04-17,2.4,3 Schools / 3 Hospitals
Nagpur,West,Zingabai Takli,20.0592_73.8554,"Synthetic Address, Zingabai Takli, Nagpur",Apartment,1,417,542.1,0,3,9/38,1 Covered,2,West,6239380.5390939275,15417.256659287326,Builder 21,NA,2025-05-17,7.6,1 Schools / 2 Hospitals
Mumbai,West,Mira Road,20.7964_79.8049,"Synthetic Address, Mira Road, Mumbai",Apartment,2,1118,1453.4,0,7,2/11,1 Open,4,East,44829025.31833765,90522.2405013935,Builder 3,NA,2025-04-25,8.2,3 Schools / 3 Hospitals
Nagpur,West,Wardha Road,19.2813_74.8042,"Synthetic Address, Wardha Road, Nagpur",Apartment,4,2340,3042.0,0,13,11/17,1 Covered,2,West,34705340.50732869,95534.2394528869,Builder 13,P5195070847,2025-12-09,7.2,1 Schools / 3 Hospitals
Nashik,West,Mahatma Nagar,18.0089_75.7304,"Synthetic Address, Mahatma Nagar, Nashik",Apartment,2,1056,1372.8,0,0,5/13,1 Covered,2,North,13363408.632336369,38215.42580394798,Builder 37,NA,2024-01-21,3.7,4 Schools / 2 Hospitals
Nashik,South,Indira Nagar,21.2420_75.4338,"Synthetic Address, Indira Nagar, Nashik",Apartment,2,1154,1500.2,0,6,1/6,3 Open,2,North,15726386.70298192,41455.33609403663,Builder 2,P9324243874,2024-11-18,5.4,5 Schools / 1 Hospitals
Nashik,East,Mahatma Nagar,18.8181_79.1003,"Synthetic Address, Mahatma Nagar, Nashik",Apartment,3,1272,1653.6000000000001,0,8,22/28,0 Open,1,West,7295822.794660525,13364.073422721676,Builder 37,P5790792032,2025-11-11,3.1,4 Schools / 5 Hospitals
Nashik,West,Mahatma Nagar,21.7293_79.4291,"Synthetic Address, Mahatma Nagar, Nashik",Plot,0,0,0,1360,16,0/2,1 Covered,0,South,4558131.928946274,0,Builder 35,P6543321145,2025-08-19,3.7,5 Schools / 1 Hospitals
Pune,North,NIBM Road,19.0002_75.0025,"Synthetic Address, NIBM Road, Pune",Apartment,3,1395,1813.5,0,0,3/7,2 Covered,4,East,17503298.8373971,45667.11505313235,Builder 48,P4389540602,2024-07-10,7.2,1 Schools / 4 Hospitals
Nagpur,Central,Katol Road,19.1494_79.6567,"Synthetic Address, Katol Road, Nagpur",Apartment,4,1992,2589.6,0,6,7/28,0 Open,2,West,15639515.097230153,27054.505802622298,Builder 14,P6551500491,2024-10-14,6.5,1 Schools / 1 Hospitals
Nashik,East,Pathardi Phata,20.1787_72.8626,"Synthetic Address, Pathardi Phata, Nashik",Apartment,2,1002,1302.6000000000001,0,14,3/4,0 Covered,2,North-West,10892040.168405864,23086.310891132016,Builder 36,P8127972373,2026-03-20,8.9,1 Schools / 5 Hospitals
Nashik,East,Gangapur Road,21.6035_76.4748,"Synthetic Address, Gangapur Road, Nashik",Apartment,4,2244,2917.2000000000003,0,10,2/3,1 Covered,4,North-West,25515524.080212895,61788.296770522575,Builder 37,P1001750490,2026-02-03,8.7,4 Schools / 2 Hospitals
Nagpur,East,Dharampeth,21.3027_74.6703,"Synthetic Address, Dharampeth, Nagpur",Apartment,2,1060,1378.0,0,0,4/17,2 Open,3,West,14420909.074589245,40312.59881687671,Builder 31,P1447275878,2025-05-14,7.5,3 Schools / 4 Hospitals
Nashik,West,Pathardi Phata,20.0357_75.8488,"Synthetic Address, Pathardi Phata, Nashik",Apartment,1,437,568.1,0,12,14/18,1 Covered,2,North-East,3581453.8913040063,8895.702839029786,Builder 14,P4891376296,2024-04-17,9.9,1 Schools / 5 Hospitals
Pune,East,Hadapsar,18.0521_75.8433,"Synthetic Address, Hadapsar, Pune",Apartment,2,890,1157.0,0,19,23/38,2 Covered,2,North-East,10814472.330398547,18858.89321446959,Builder 7,P5622421860,2025-05-12,5.5,5 Schools / 4 Hospitals
Pune,North,Balewadi,19.5954_73.4210,"Synthetic Address, Balewadi, Pune",Apartment,2,1024,1331.2,0,16,7/10,1 Open,2,North-East,6525046.551680893,15772.940478039296,Builder 19,P5093774654,2025-02-18,7.9,3 Schools / 3 Hospitals
Nashik,West,Indira Nagar,21.4880_79.3104,"Synthetic Address, Indira Nagar, Nashik",Apartment,4,2400,3120.0,0,19,19/30,0 Open,4,North,32489707.96988688,55809.78829977906,Builder 42,NA,2025-10-06,1.3,2 Schools / 4 Hospitals
Nagpur,West,Mihan,18.3946_73.0641,"Synthetic Address, Mihan, Nagpur",Apartment,3,1650,2145.0,0,19,8/36,1 Open,4,South,23049156.49526387,50275.536009721174,Builder 17,NA,2025-08-13,7.7,4 Schools / 1 Hospitals
Nashik,North,Gangapur Road,18.7374_72.2669,"Synthetic Address, Gangapur Road, Nashik",Apartment,1,574,746.2,0,15,11/33,1 Covered,4,North-East,4384548.353756988,7537.320859707914,Builder 13,NA,2025-07-16,4.2,4 Schools / 3 Hospitals
Pune,East,Kharadi,19.9182_72.5760,"Synthetic Address, Kharadi, Pune",Apartment,3,1287,1673.1000000000001,0,4,1/32,1 Open,2,West,18900313.47025376,54695.459184354266,Builder 3,P6122602781,2025-08-30,9.2,5 Schools / 1 Hospitals
Nashik,North,Pathardi Phata,19.1693_72.0345,"Synthetic Address, Pathardi Phata, Nashik",Apartment,2,896,1164.8,0,5,34/37,0 Covered,3,North-East,7256661.218489384,13682.23426084977,Builder 32,P5802748307,2025-10-15,8.1,4 Schools / 1 Hospitals
Nagpur,South,Wardha Road,20.7483_78.8928,"Synthetic Address, Wardha Road, Nagpur",Apartment,2,852,1107.6000000000001,0,19,7/23,0 Covered,2,North,14185163.55379132,24531.272674162235,Builder 30,P5053294935,2026-04-20,8.2,4 Schools / 3 Hospitals
Pune,East,Hinjewadi,18.8394_74.1874,"Synthetic Address, Hinjewadi, Pune",Apartment,4,2196,2854.8,0,0,9/12,3 Covered,3,East,19752576.048019245,37148.40020663535,Builder 5,P8720463212,2024-04-23,1.3,5 Schools / 5 Hospitals
Mumbai,North,Worli,18.9729_72.9750,"Synthetic Address, Worli, Mumbai",Apartment,3,1707,2219.1,0,3,15/22,3 Covered,1,North,134620519.8958122,403127.04886481137,Builder 18,NA,2025-05-28,9.0,3 Schools / 4 Hospitals
Nagpur,East,Wathoda,18.9062_74.3286,"Synthetic Address, Wathoda, Nagpur",Apartment,3,1422,1848.6000000000001,0,0,3/40,2 Open,3,East,10014543.58392415,23867.68200139957,Builder 31,NA,2025-07-26,6.0,5 Schools / 1 Hospitals
Nashik,West,Pathardi Phata,18.1634_78.1294,"Synthetic Address, Pathardi Phata, Nashik",Apartment,4,1900,2470.0,0,9,15/15,0 Open,4,East,16062007.972867144,37440.91076096238,Builder 22,NA,2024-05-16,9.6,5 Schools / 4 Hospitals
Pune,West,Pimpri,18.0649_76.1620,"Synthetic Address, Pimpri, Pune",Apartment,3,1689,2195.7000000000003,0,6,4/15,2 Covered,3,West,15605465.777419915,29548.10469751721,Builder 22,P9990589642,2025-11-24,8.0,1 Schools / 2 Hospitals
Mumbai,South,Andheri,21.0630_78.0163,"Synthetic Address, Andheri, Mumbai",Apartment,1,445,578.5,0,9,14/17,3 Open,3,North-West,46342543.018723175,83612.34545628108,Builder 2,P3162699389,2026-01-17,2.0,4 Schools / 3 Hospitals
Nashik,West,Mahatma Nagar,20.0961_76.9227,"Synthetic Address, Mahatma Nagar, Nashik",Apartment,3,1326,1723.8,0,5,5/15,1 Covered,1,South,11792692.486618947,36572.4256293892,Builder 31,P6383706481,2024-05-05,3.6,3 Schools / 3 Hospitals
Pune,South,Hadapsar,19.3811_72.9042,"Synthetic Address, Hadapsar, Pune",Apartment,3,1740,2262.0,0,15,13/40,0 Covered,1,South,20398392.514995195,42908.45535150351,Builder 17,P6626248853,2025-02-06,8.3,2 Schools / 3 Hospitals
Nashik,South,Panchvati,21.8431_77.3140,"Synthetic Address, Panchvati, Nashik",Apartment,2,1082,1406.6000000000001,0,6,39/40,1 Covered,4,North,13380209.475318504,26890.434800300412,Builder 45,P7397353417,2025-10-31,3.7,4 Schools / 5 Hospitals
Mumbai,North,Chembur,18.2895_72.0944,"Synthetic Address, Chembur, Mumbai",Apartment,3,1380,1794.0,0,5,14/26,1 Open,1,East,132446690.82545643,426809.2507090122,Builder 50,P3201916645,2025-02-27,6.7,4 Schools / 3 Hospitals
Mumbai,North,Bandra,19.9622_75.7120,"Synthetic Address, Bandra, Mumbai",Apartment,3,1500,1950.0,0,6,4/12,0 Open,1,South,85394514.6565405,180127.0556023871,Builder 11,P6707756436,2025-02-23,2.6,3 Schools / 5 Hospitals
Pune,North,Wagholi,20.0026_79.8837,"Synthetic Address, Wagholi, Pune",Apartment,4,2324,3021.2000000000003,0,7,25/25,2 Open,3,North-West,30144479.050333258,65402.17213549206,Builder 50,P7566191076,2024-09-02,3.1,1 Schools / 2 Hospitals
Mumbai,North,Andheri,21.4674_79.8168,"Synthetic Address, Andheri, Mumbai",Apartment,2,844,1097.2,0,11,4/11,2 Open,4,North-West,13742579.05958398,36998.69607355988,Builder 26,NA,2024-01-19,8.3,3 Schools / 5 Hospitals
Nashik,North,Indira Nagar,18.2133_74.6727,"Synthetic Address, Indira Nagar, Nashik",Apartment,2,1126,1463.8,0,6,2/4,0 Open,1,North-East,12727261.53629957,31765.32709719204,Builder 26,P1829259894,2024-07-14,9.9,5 Schools / 5 Hospitals
Pune,West,Hadapsar,18.9753_79.9516,"Synthetic Address, Hadapsar, Pune",Apartment,2,948,1232.4,0,15,11/18,1 Open,4,North-East,6338725.96281133,19506.784798457815,Builder 5,P1821217597,2025-08-30,8.3,3 Schools / 2 Hospitals
Nashik,West,Panchvati,21.9309_77.0664,"Synthetic Address, Panchvati, Nashik",Apartment,3,1692,2199.6,0,9,20/31,3 Covered,4,North,8371397.682920898,15431.772009937396,Builder 46,P5150970887,2024-08-30,8.0,2 Schools / 2 Hospitals
Nagpur,Central,Besa,19.3751_79.0785,"Synthetic Address, Besa, Nagpur",Plot,0,0,0,1449,0,0/1,3 Covered,0,East,21544218.81256979,0,Builder 18,NA,2026-05-07,8.9,5 Schools / 3 Hospitals
Mumbai,East,Powai,20.2779_73.6707,"Synthetic Address, Powai, Mumbai",Apartment,2,1130,1469.0,0,12,15/19,2 Open,1,North,81813986.5182987,137362.1710774323,Builder 33,P1286469030,2024-06-14,6.5,2 Schools / 4 Hospitals
Pune,West,Hinjewadi,18.9137_78.5677,"Synthetic Address, Hinjewadi, Pune",Apartment,2,1120,1456.0,0,3,7/14,3 Open,1,West,11206193.782410786,26449.718583892234,Builder 36,NA,2025-04-10,4.5,1 Schools / 3 Hospitals
Nashik,North,Pathardi Phata,20.9689_77.4964,"Synthetic Address, Pathardi Phata, Nashik",Apartment,2,990,1287.0,0,9,15/30,2 Covered,4,North,13492986.413964719,22680.871719025006,Builder 42,P2447877382,2024-06-02,3.3,4 Schools / 5 Hospitals
Mumbai,South,Chembur,19.2877_72.7302,"Synthetic Address, Chembur, Mumbai",Apartment,1,552,717.6,0,11,7/8,0 Open,4,East,32196779.787247974,75511.75171275831,Builder 18,P7201760378,2024-06-12,9.0,1 Schools / 4 Hospitals
Nagpur,South,Besa,19.1386_74.4766,"Synthetic Address, Besa, Nagpur",Apartment,3,1359,1766.7,0,19,14/24,2 Covered,4,South,24249212.32039181,44370.2170411814,Builder 19,P8891715795,2026-03-10,6.6,3 Schools / 2 Hospitals
Mumbai,North,Chembur,19.4872_75.2509,"Synthetic Address, Chembur, Mumbai",Apartment,1,584,759.2,0,13,4/11,0 Covered,1,North-East,16065207.884823166,44032.62490748658,Builder 46,P2074552968,2024-10-02,9.3,2 Schools / 5 Hospitals
Pune,East,Balewadi,18.8784_79.4937,"Synthetic Address, Balewadi, Pune",Apartment,1,502,652.6,0,10,10/17,1 Covered,4,North-East,6767975.54974911,17754.595270883747,Builder 17,NA,2024-10-05,2.0,1 Schools / 5 Hospitals
Pune,West,Pimpri,19.7945_77.1335,"Synthetic Address, Pimpri, Pune",Apartment,2,1174,1526.2,0,10,2/33,3 Covered,2,North-East,6899510.360674348,17970.497466352386,Builder 18,P5146088720,2024-09-11,6.3,4 Schools / 5 Hospitals
Pune,South,Wagholi,20.5405_78.2560,"Synthetic Address, Wagholi, Pune",Apartment,4,1924,2501.2000000000003,0,1,16/29,1 Open,4,North,23716637.195811585,41876.2858626371,Builder 12,P1311723802,2026-03-12,8.4,3 Schools / 2 Hospitals
Mumbai,South,Powai,19.7042_73.0618,"Synthetic Address, Powai, Mumbai",Apartment,1,556,722.8000000000001,0,10,4/6,2 Open,4,East,59841229.91005809,120074.41061460966,Builder 4,P9880692464,2025-01-25,7.4,5 Schools / 3 Hospitals
Nagpur,South,Dabha,18.1068_74.3187,"Synthetic Address, Dabha, Nagpur",Apartment,3,1353,1758.9,0,6,2/4,3 Open,2,North-East,23461019.825674426,62811.703759734104,Builder 15,P6780204428,2024-08-27,3.2,5 Schools / 4 Hospitals
Nashik,North,Indira Nagar,19.3032_75.0688,"Synthetic Address, Indira Nagar, Nashik",Apartment,4,2080,2704.0,0,3,18/19,2 Covered,1,North,11875865.386256255,32060.81921183711,Builder 14,P6537695385,2026-01-13,7.5,5 Schools / 4 Hospitals
Nashik,East,Panchvati,19.3443_72.5130,"Synthetic Address, Panchvati, Nashik",Apartment,2,898,1167.4,0,4,11/14,2 Open,2,North,9494075.484913005,19134.247197122208,Builder 46,P3254936300,2026-05-26,8.0,4 Schools / 1 Hospitals
Mumbai,South,Andheri,20.0261_79.8800,"Synthetic Address, Andheri, Mumbai",Apartment,1,524,681.2,0,18,14/31,2 Open,2,East,27802573.869840313,61687.91580383407,Builder 42,P2273872522,2026-02-19,4.8,1 Schools / 5 Hospitals
Nagpur,Central,Katol Road,21.8101_75.0376,"Synthetic Address, Katol Road, Nagpur",Apartment,1,523,679.9,0,1,18/25,2 Open,4,East,7795790.232996413,23212.10817484533,Builder 29,P7291283486,2026-04-26,4.6,4 Schools / 1 Hospitals
Nashik,South,Mahatma Nagar,20.4623_77.9993,"Synthetic Address, Mahatma Nagar, Nashik",Apartment,4,2300,2990.0,0,0,5/40,2 Open,2,East,24831580.519491974,73565.99092861595,Builder 39,NA,2024-11-06,9.4,5 Schools / 1 Hospitals
Nashik,South,Gangapur Road,19.6160_76.5492,"Synthetic Address, Gangapur Road, Nashik",Apartment,3,1707,2219.1,0,19,7/37,2 Covered,1,South,15497512.883411683,33098.16733562212,Builder 29,P3109161204,2024-02-19,5.9,3 Schools / 5 Hospitals
Nashik,North,Panchvati,21.2973_72.9918,"Synthetic Address, Panchvati, Nashik",Apartment,2,1104,1435.2,0,10,1/4,1 Open,3,North,10431175.775400305,32825.04890485948,Builder 31,NA,2024-08-28,8.3,4 Schools / 3 Hospitals
Nagpur,South,Mihan,20.7716_75.3908,"Synthetic Address, Mihan, Nagpur",Apartment,2,1148,1492.4,0,14,11/19,3 Open,2,North-East,22005986.312435433,72562.15702571529,Builder 38,P6675354638,2026-01-10,2.0,1 Schools / 4 Hospitals
Nashik,East,Indira Nagar,19.4881_79.9203,"Synthetic Address, Indira Nagar, Nashik",Apartment,1,402,522.6,0,2,11/26,1 Covered,1,North-West,4744339.448864866,9442.663001571449,Builder 27,NA,2025-05-20,6.1,5 Schools / 1 Hospitals
Nagpur,Central,Dabha,19.9216_75.3859,"Synthetic Address, Dabha, Nagpur",Apartment,3,1491,1938.3,0,6,8/14,0 Open,2,East,4367323.41341862,8581.424535593125,Builder 42,NA,2025-12-28,8.1,5 Schools / 1 Hospitals
Nashik,North,Pathardi Phata,20.0456_78.2447,"Synthetic Address, Pathardi Phata, Nashik",Apartment,4,1716,2230.8,0,3,7/24,1 Covered,3,South,13933294.176097972,34991.62797955835,Builder 32,P9148758143,2024-12-18,8.9,5 Schools / 3 Hospitals
Nagpur,Central,Wathoda,18.3149_75.9224,"Synthetic Address, Wathoda, Nagpur",Apartment,3,1491,1938.3,0,10,9/14,3 Open,3,East,23558288.344865177,54811.77694001311,Builder 24,NA,2024-02-20,1.2,1 Schools / 2 Hospitals
Nashik,North,Panchvati,18.0177_77.6780,"Synthetic Address, Panchvati, Nashik",Apartment,2,826,1073.8,0,8,14/18,1 Open,4,West,10936554.683346556,22495.75184323669,Builder 40,NA,2025-01-04,1.7,3 Schools / 1 Hospitals
Mumbai,South,Borivali,21.7252_75.2351,"Synthetic Address, Borivali, Mumbai",Apartment,3,1719,2234.7000000000003,0,14,2/23,0 Open,4,North,136951991.60935444,233418.2585744272,Builder 6,P4706641793,2024-07-11,6.3,4 Schools / 1 Hospitals
Nashik,East,Mahatma Nagar,18.6312_72.1392,"Synthetic Address, Mahatma Nagar, Nashik",Apartment,2,904,1175.2,0,4,1/3,1 Covered,3,West,6298019.511198056,18314.313105202888,Builder 13,P2729863053,2025-06-20,3.3,4 Schools / 1 Hospitals
Nashik,South,Pathardi Phata,21.6904_72.0409,"Synthetic Address, Pathardi Phata, Nashik",Apartment,2,1024,1331.2,0,19,15/23,1 Open,3,North-West,11573590.27315297,32985.96512695107,Builder 44,NA,2025-07-08,1.7,4 Schools / 1 Hospitals
Pune,North,Balewadi,19.5483_72.3678,"Synthetic Address, Balewadi, Pune",Apartment,1,552,717.6,0,20,3/4,3 Open,2,North-East,6597451.73469538,15365.407734408145,Builder 41,P9916906916,2025-03-20,5.0,5 Schools / 1 Hospitals
Mumbai,North,Powai,21.2451_74.4699,"Synthetic Address, Powai, Mumbai",Apartment,4,1784,2319.2000000000003,0,0,30/39,1 Covered,1,East,59936195.21235741,151116.57981785093,Builder 26,P1262946630,2024-12-31,6.4,4 Schools / 2 Hospitals
Pune,West,Hadapsar,18.6548_72.3097,"Synthetic Address, Hadapsar, Pune",Apartment,3,1338,1739.4,0,12,4/21,0 Covered,3,North-West,19180418.481121093,57909.63424923172,Builder 14,P7244359718,2025-10-30,6.0,5 Schools / 2 Hospitals
Nagpur,South,Besa,18.4529_74.7196,"Synthetic Address, Besa, Nagpur",Apartment,2,818,1063.4,0,18,23/23,3 Covered,3,West,11547180.394600041,35371.34433162319,Builder 8,P4621440789,2024-05-13,2.9,2 Schools / 3 Hospitals
Mumbai,West,Chembur,20.6883_76.4760,"Synthetic Address, Chembur, Mumbai",Apartment,4,2084,2709.2000000000003,0,16,6/8,2 Open,1,North,137955713.67357102,319554.13719540933,Builder 14,P8668908801,2025-06-02,6.1,3 Schools / 5 Hospitals
Nagpur,East,Mihan,18.8220_76.6875,"Synthetic Address, Mihan, Nagpur",Apartment,2,832,1081.6000000000001,0,1,32/35,1 Covered,3,East,7295500.3562324485,16510.944784438987,Builder 41,P5212190282,2024-05-03,5.0,3 Schools / 5 Hospitals
Nagpur,South,Dabha,19.2304_75.3350,"Synthetic Address, Dabha, Nagpur",Apartment,2,878,1141.4,0,6,2/9,2 Covered,1,West,15267644.132031078,35516.9712375224,Builder 41,NA,2025-03-29,2.7,4 Schools / 3 Hospitals
Nagpur,West,Wardha Road,18.2884_77.3781,"Synthetic Address, Wardha Road, Nagpur",Apartment,3,1221,1587.3,0,7,4/35,3 Open,4,North,5024085.898949052,14280.17078497175,Builder 28,NA,2025-06-21,7.8,1 Schools / 5 Hospitals
Mumbai,East,Chembur,19.5532_79.7682,"Synthetic Address, Chembur, Mumbai",Apartment,2,1134,1474.2,0,10,19/31,0 Covered,1,North-West,123504195.94481942,256610.9629715049,Builder 1,P8308015048,2024-12-18,2.2,4 Schools / 2 Hospitals
Nagpur,East,Dharampeth,18.9110_76.1704,"Synthetic Address, Dharampeth, Nagpur",Apartment,1,583,757.9,0,6,12/32,2 Covered,3,North-West,7560259.395473314,25156.783414926864,Builder 18,NA,2025-07-13,7.9,3 Schools / 2 Hospitals
Pune,South,Wagholi,19.8345_75.2602,"Synthetic Address, Wagholi, Pune",Plot,0,0,0,1173,19,0/3,3 Open,0,North-West,5668793.44770727,0,Builder 27,NA,2024-10-02,8.7,5 Schools / 1 Hospitals
Pune,North,Hinjewadi,18.2567_73.9908,"Synthetic Address, Hinjewadi, Pune",Apartment,2,1038,1349.4,0,11,4/18,2 Covered,4,South,10949342.349858765,30778.735626189155,Builder 39,P4598403052,2024-03-11,8.7,5 Schools / 4 Hospitals
Nagpur,West,Manish Nagar,19.3655_76.7208,"Synthetic Address, Manish Nagar, Nagpur",Apartment,3,1725,2242.5,0,6,37/38,0 Open,3,North-West,30636201.20660607,77711.7394167216,Builder 42,NA,2025-04-11,7.6,2 Schools / 3 Hospitals
Nashik,North,Pathardi Phata,20.1882_76.3687,"Synthetic Address, Pathardi Phata, Nashik",Apartment,2,1172,1523.6000000000001,0,16,10/32,3 Open,1,North-West,10554831.995021092,23485.38403638503,Builder 43,NA,2025-05-02,0.6,3 Schools / 3 Hospitals
Mumbai,North,Bandra,19.0438_78.5232,"Synthetic Address, Bandra, Mumbai",Apartment,4,2148,2792.4,0,6,25/40,3 Covered,4,East,24347478.979959853,78133.52395659448,Builder 33,P4348874804,2024-11-25,6.2,3 Schools / 2 Hospitals
Pune,West,NIBM Road,18.0327_75.2040,"Synthetic Address, NIBM Road, Pune",Apartment,1,491,638.3000000000001,0,17,17/38,3 Open,3,East,5464005.196331995,12957.885962270317,Builder 1,P7207589874,2024-05-28,1.3,5 Schools / 5 Hospitals
Nashik,North,Jail Road,19.2118_72.7174,"Synthetic Address, Jail Road, Nashik",Apartment,3,1482,1926.6000000000001,0,11,2/4,3 Open,1,East,12147512.050546387,20689.44392584993,Builder 7,P8105220713,2026-04-16,4.9,1 Schools / 1 Hospitals
Nagpur,South,Katol Road,21.2668_79.2111,"Synthetic Address, Katol Road, Nagpur",Apartment,2,884,1149.2,0,16,16/23,1 Open,3,North-East,4314595.785390285,13885.84851790669,Builder 47,NA,2025-03-14,6.0,4 Schools / 4 Hospitals
Pune,East,Hinjewadi,20.1801_77.1577,"Synthetic Address, Hinjewadi, Pune",Apartment,2,948,1232.4,0,20,6/8,2 Covered,1,West,8434501.839599958,20862.226172440187,Builder 26,P7106802447,2026-02-22,3.0,3 Schools / 5 Hospitals
Mumbai,West,Andheri,21.5612_79.2833,"Synthetic Address, Andheri, Mumbai",Apartment,1,564,733.2,0,1,8/25,0 Covered,4,South,17549387.526400335,38581.82432896057,Builder 34,NA,2025-03-05,9.7,1 Schools / 3 Hospitals
Nashik,South,Mahatma Nagar,20.1019_76.4702,"Synthetic Address, Mahatma Nagar, Nashik",Apartment,2,1082,1406.6000000000001,0,6,14/15,3 Covered,2,East,11015473.956071865,29901.00903676815,Builder 28,P9377116474,2025-07-12,1.4,1 Schools / 5 Hospitals
Nashik,East,Indira Nagar,18.0543_78.4919,"Synthetic Address, Indira Nagar, Nashik",Apartment,3,1626,2113.8,0,9,17/29,2 Covered,2,North,10847045.475218937,27040.768548708274,Builder 26,P1771534850,2025-07-06,6.7,1 Schools / 5 Hospitals
Pune,North,Hadapsar,21.4137_77.1868,"Synthetic Address, Hadapsar, Pune",Apartment,4,2388,3104.4,0,14,6/8,3 Covered,3,North-East,37222599.73603347,107865.82837721608,Builder 38,P5584308856,2025-07-19,1.3,5 Schools / 5 Hospitals
Pune,East,Hadapsar,18.3217_73.8999,"Synthetic Address, Hadapsar, Pune",Plot,0,0,0,3973,1,0/3,2 Open,0,North-East,22561993.966892425,0,Builder 33,P7034842844,2024-03-15,9.0,4 Schools / 4 Hospitals
Pune,West,Wagholi,20.5077_78.5134,"Synthetic Address, Wagholi, Pune",Apartment,1,479,622.7,0,8,31/38,3 Covered,1,North,4156529.832854766,10180.859643880502,Builder 15,P7838311680,2024-06-06,1.6,3 Schools / 5 Hospitals
Mumbai,North,Bandra,20.8276_75.8448,"Synthetic Address, Bandra, Mumbai",Apartment,2,1166,1515.8,0,11,6/7,1 Covered,2,North,39757391.947907396,84737.70372529454,Builder 15,P4887924116,2024-02-02,8.3,5 Schools / 4 Hospitals
Mumbai,North,Powai,20.2851_77.6543,"Synthetic Address, Powai, Mumbai",Apartment,4,1928,2506.4,0,7,13/18,1 Open,1,West,97686867.46163172,284970.15900743,Builder 43,P9444468106,2025-01-18,4.3,1 Schools / 5 Hospitals
Nashik,East,Pathardi Phata,18.4508_77.4298,"Synthetic Address, Pathardi Phata, Nashik",Apartment,3,1386,1801.8,0,2,26/28,1 Covered,4,North-East,7989253.176426144,16162.632400845037,Builder 15,NA,2024-05-15,6.7,5 Schools / 1 Hospitals
Mumbai,West,Mira Road,21.5455_76.6057,"Synthetic Address, Mira Road, Mumbai",Apartment,3,1215,1579.5,0,5,4/8,1 Open,4,North-East,33879228.17546815,62800.543308813736,Builder 25,P8295806657,2025-07-17,5.8,2 Schools / 4 Hospitals
Nashik,North,Gangapur Road,19.3184_79.7784,"Synthetic Address, Gangapur Road, Nashik",Apartment,2,1064,1383.2,0,12,19/34,3 Covered,2,North,10205431.689565,27658.169473877486,Builder 5,P5503772945,2024-11-14,5.0,4 Schools / 3 Hospitals
Mumbai,North,Bandra,19.0519_76.1740,"Synthetic Address, Bandra, Mumbai",Apartment,1,434,564.2,0,17,5/12,2 Covered,1,North,40140063.66939659,126922.09888490521,Builder 7,P9839638958,2024-09-10,5.4,3 Schools / 3 Hospitals
Pune,East,NIBM Road,18.8003_78.9410,"Synthetic Address, NIBM Road, Pune",Plot,0,0,0,1498,1,0/1,0 Open,0,North-West,7234221.045388587,0,Builder 12,P3464908962,2025-11-08,7.6,3 Schools / 3 Hospitals
Mumbai,East,Mira Road,19.2262_73.2411,"Synthetic Address, Mira Road, Mumbai",Apartment,4,2336,3036.8,0,19,2/13,1 Covered,4,North-East,96204900.98706712,185974.72156086846,Builder 15,P7316061309,2024-12-03,3.0,2 Schools / 5 Hospitals
Pune,East,Kharadi,20.5991_73.4512,"Synthetic Address, Kharadi, Pune",Apartment,2,1182,1536.6000000000001,0,1,5/5,2 Covered,1,East,16632746.954571456,48168.460213693994,Builder 9,P3781070035,2024-12-04,3.0,4 Schools / 4 Hospitals
